date,airline,departure_time,arrival_time,duration,transit,price,origin,destination,seat_class,baggage,city,duration_minutes,airline_encoded,seat_class_encoded,cluster,cluster_label
14/12/25,Batik Air,08:50,10:15,1h 25m,0,1763600.0,CGK,SUB,Business,30,Surabaya,85,8,0,2,Mid-range Flight
14/12/25,Batik Air,08:50,10:15,1h 25m,0,1729479.0,HLP,SUB,Business,30,Surabaya,85,8,0,2,Mid-range Flight
14/12/25,Batik Air,09:30,10:55,1h 25m,0,1763600.0,CGK,SUB,Economy,30,Surabaya,85,8,1,0,Budget Flight
14/12/25,Batik Air,09:30,10:55,1h 25m,0,1729479.0,HLP,SUB,Business,30,Surabaya,85,8,0,2,Mid-range Flight
14/12/25,Batik Air,09:30,15:00,5h 30m,1,2064100.0,SRG,SUB,Economy,20,Surabaya,330,8,1,0,Budget Flight
14/12/25,Batik Air,10:10,11:40,1h 30m,0,1740598.0,SUB,CGK,Business,30,Jakarta,90,8,0,2,Mid-range Flight
14/12/25,Batik Air,10:10,20:30,9h 20m,1,5391200.0,SUB,SIN,Business,30,Singapura,560,8,0,1,High-end Flight
14/12/25,Batik Air,10:10,21:00,10h 50m,1,2069700.0,SUB,SRG,Economy,20,Semarang,650,8,1,0,Budget Flight
14/12/25,Batik Air,10:15,15:00,4h 45m,1,2066200.0,SRG,SUB,Economy,20,Surabaya,285,8,1,0,Budget Flight
14/12/25,Batik Air,10:30,19:05,9h 35m,1,2402000.0,SIN,SUB,Economy,30,Surabaya,575,8,1,0,Budget Flight
14/12/25,Batik Air,10:55,10:55,1h 20m,0,1931719.0,SUB,HLP,Economy,20,Jakarta,80,8,1,0,Budget Flight
14/12/25,Batik Air,10:55,10:55,8h 35m,1,6913522.0,SUB,SIN,Business,30,Singapura,515,8,0,1,High-end Flight
14/12/25,Batik Air,10:55,10:55,6h 40m,1,5541068.0,SUB,SRG,Business,30,Semarang,400,8,0,1,High-end Flight
14/12/25,Batik Air,11:00,11:00,1h 45m,0,1830050.0,CGK,SIN,Business,30,Singapura,105,8,0,2,Mid-range Flight
14/12/25,Batik Air,11:20,12:10,1h 50m,0,1679500.0,SIN,CGK,Economy,20,Jakarta,110,8,1,0,Budget Flight
14/12/25,Batik Air,11:20,17:30,7h 10m,1,6275900.0,SIN,SUB,Business,30,Surabaya,430,8,0,1,High-end Flight
14/12/25,Batik Air,11:35,11:35,1h 20m,0,1931719.0,SUB,HLP,Economy,20,Jakarta,80,8,1,0,Budget Flight
14/12/25,Batik Air,11:35,11:35,7h 55m,1,6913522.0,SUB,SIN,Business,30,Singapura,475,8,0,1,High-end Flight
14/12/25,Batik Air,11:40,11:40,5h 10m,1,3846577.0,SRG,SUB,Business,30,Surabaya,310,8,0,2,Mid-range Flight
14/12/25,Batik Air,12:00,13:30,1h 30m,0,1774538.0,CGK,SUB,Business,30,Surabaya,90,8,0,2,Mid-range Flight
14/12/25,Batik Air,12:15,12:15,4h 35m,1,3846577.0,SRG,SUB,Business,30,Surabaya,275,8,0,2,Mid-range Flight
14/12/25,Batik Air,12:30,12:30,1h 45m,0,2270617.0,CGK,SIN,Business,30,Singapura,105,8,0,2,Mid-range Flight
14/12/25,Batik Air,12:30,22:10,10h 40m,1,5930800.0,SIN,CGK,Business,30,Jakarta,640,8,0,1,High-end Flight
14/12/25,Batik Air,12:30,12:30,7h 35m,1,4829382.0,SIN,SUB,Business,20,Surabaya,455,8,0,1,High-end Flight
14/12/25,Batik Air,13:30,15:00,1h 30m,0,1809600.0,CGK,SUB,Business,30,Surabaya,90,8,0,2,Mid-range Flight
14/12/25,Batik Air,13:35,13:35,1h 25m,0,1897829.0,HLP,SUB,Economy,20,Surabaya,85,8,1,0,Budget Flight
14/12/25,Batik Air,14:10,15:40,1h 30m,0,1740598.0,SUB,CGK,Business,30,Jakarta,90,8,0,2,Mid-range Flight
14/12/25,Batik Air,14:10,21:00,6h 50m,1,2069700.0,SUB,SRG,Economy,20,Semarang,410,8,1,0,Budget Flight
14/12/25,Batik Air,14:45,15:35,1h 50m,0,1984500.0,SIN,CGK,Economy,20,Jakarta,110,8,1,0,Budget Flight
14/12/25,Batik Air,14:45,14:45,7h 45m,1,6896661.0,SIN,SUB,Business,30,Surabaya,465,8,0,1,High-end Flight
14/12/25,Batik Air,15:20,16:50,1h 30m,0,1774538.0,CGK,SUB,Business,30,Surabaya,90,8,0,2,Mid-range Flight
14/12/25,Batik Air,15:30,10:55,19h 25m,1,2555331.0,SRG,SUB,Economy,30,Surabaya,1165,8,1,1,High-end Flight
14/12/25,Batik Air,15:35,15:35,5h 55m,1,3846577.0,SRG,SUB,Business,30,Surabaya,355,8,0,2,Mid-range Flight
14/12/25,Batik Air,15:40,17:00,1h 20m,0,2833600.0,SUB,HLP,Business,30,Jakarta,80,8,0,2,Mid-range Flight
14/12/25,Batik Air,15:50,15:50,1h 25m,0,1830050.0,HLP,SUB,Economy,20,Surabaya,85,8,1,0,Budget Flight
14/12/25,Batik Air,16:00,17:30,1h 30m,0,1774538.0,CGK,SUB,Business,30,Surabaya,90,8,0,2,Mid-range Flight
14/12/25,Batik Air,16:10,17:00,1h 50m,0,1982600.0,SIN,CGK,Economy,20,Jakarta,110,8,1,0,Budget Flight
14/12/25,Batik Air,16:10,21:30,6h 20m,1,8926900.0,SIN,SUB,Business,30,Surabaya,380,8,0,1,High-end Flight
14/12/25,Batik Air,16:25,17:55,1h 30m,0,1740598.0,SUB,CGK,Business,30,Jakarta,90,8,0,2,Mid-range Flight
14/12/25,Batik Air,16:25,21:00,4h 35m,1,2071700.0,SUB,SRG,Economy,20,Semarang,275,8,1,0,Budget Flight
14/12/25,Batik Air,16:35,16:35,1h 25m,0,3456761.0,HLP,SUB,Business,30,Surabaya,85,8,0,2,Mid-range Flight
14/12/25,Batik Air,17:00,18:30,1h 30m,0,1774538.0,CGK,SUB,Business,30,Surabaya,90,8,0,2,Mid-range Flight
14/12/25,Batik Air,17:10,22:10,6h 0m,1,4768000.0,SIN,CGK,Business,30,Jakarta,360,8,0,1,High-end Flight
14/12/25,Batik Air,17:30,17:30,1h 50m,0,2253756.0,SIN,CGK,Economy,20,Jakarta,110,8,1,0,Budget Flight
14/12/25,Batik Air,17:30,17:30,1h 30m,0,2440066.0,SUB,CGK,Business,30,Jakarta,90,8,0,2,Mid-range Flight
14/12/25,Batik Air,17:45,17:45,1h 45m,0,2406176.0,CGK,SIN,Economy,20,Singapura,105,8,1,0,Budget Flight
14/12/25,Batik Air,17:55,19:15,1h 20m,0,1802400.0,SUB,HLP,Business,30,Jakarta,80,8,0,2,Mid-range Flight
14/12/25,Batik Air,18:10,19:40,1h 30m,0,1740598.0,SUB,CGK,Business,30,Jakarta,90,8,0,2,Mid-range Flight
14/12/25,Batik Air,18:30,18:30,1h 45m,0,2016527.0,CGK,SIN,Business,30,Singapura,105,8,0,2,Mid-range Flight
14/12/25,Batik Air,18:40,20:00,1h 20m,0,2833600.0,SUB,HLP,Business,30,Jakarta,80,8,0,2,Mid-range Flight
14/12/25,Batik Air,18:45,18:45,1h 0m,0,1046100.0,DPS,SUB,Business,30,Surabaya,60,8,0,2,Mid-range Flight
14/12/25,Batik Air,19:15,20:45,1h 30m,0,1740598.0,SUB,CGK,Business,30,Jakarta,90,8,0,2,Mid-range Flight
14/12/25,Batik Air,20:00,21:30,1h 30m,0,1774538.0,CGK,SUB,Business,30,Surabaya,90,8,0,2,Mid-range Flight
14/12/25,Batik Air,20:15,21:40,1h 25m,0,1224461.0,HLP,SUB,Economy,20,Surabaya,85,8,1,0,Budget Flight
14/12/25,Batik Air,20:30,20:30,1h,0,1440400.0,DPS,SUB,Economy,15,Surabaya,60,8,1,0,Budget Flight
14/12/25,Batik Air,21:25,21:25,1h 50m,0,1965609.0,SIN,CGK,Economy,20,Jakarta,110,8,1,0,Budget Flight
14/12/25,Batik Air,21:25,21:25,11h 05m,1,6896661.0,SIN,SUB,Business,30,Surabaya,665,8,0,1,High-end Flight
14/12/25,Batik Air,22:10,23:00,1h 50m,0,1679500.0,SIN,CGK,Economy,20,Jakarta,110,8,1,0,Budget Flight
14/12/25,Batik Air,22:10,22:10,10h 20m,1,6896661.0,SIN,SUB,Business,30,Surabaya,620,8,0,1,High-end Flight
14/12/25,"Batik Air , Citilink",05:35,05:35,4h,1,2745075.0,SUB,SRG,Economy,20,Semarang,240,9,1,0,Budget Flight
14/12/25,"Batik Air , Citilink",09:30,09:30,4h 05m,1,2643405.0,SRG,SUB,Economy,15,Surabaya,245,9,1,0,Budget Flight
14/12/25,"Batik Air , Citilink",10:15,10:15,4h 25m,1,2711185.0,SRG,SUB,Economy,10,Surabaya,265,9,1,0,Budget Flight
14/12/25,"Batik Air , Citilink",15:35,15:35,3h 45m,1,2643405.0,SRG,SUB,Economy,10,Surabaya,225,9,1,0,Budget Flight
14/12/25,"Batik Air , Lion Air",06:20,06:20,4h 40m,1,2507846.0,SUB,SRG,Economy,20,Semarang,280,10,1,0,Budget Flight
14/12/25,"Batik Air , Lion Air",07:00,16:10,9h 10m,1,1921600.0,SRG,SUB,Economy,20,Surabaya,550,10,1,0,Budget Flight
14/12/25,"Batik Air , Lion Air",09:35,15:00,6h 25m,1,2146500.0,DPS,SUB,Economy,20,Surabaya,385,10,1,0,Budget Flight
14/12/25,"Batik Air , Lion Air",10:35,15:00,5h 25m,1,2145200.0,DPS,SUB,Economy,20,Surabaya,325,10,1,0,Budget Flight
14/12/25,"Batik Air , Lion Air",11:40,11:40,4h 30m,1,2473956.0,SRG,SUB,Economy,15,Surabaya,270,10,1,0,Budget Flight
14/12/25,"Batik Air , Lion Air",12:15,12:15,3h 55m,1,2473956.0,SRG,SUB,Economy,10,Surabaya,235,10,1,0,Budget Flight
14/12/25,"Batik Air , Lion Air",13:30,13:30,4h 05m,1,2846744.0,SUB,SRG,Economy,15,Semarang,245,10,1,0,Budget Flight
14/12/25,"Batik Air , Lion Air",15:35,15:35,4h 45m,1,2524874.0,SRG,SUB,Economy,10,Surabaya,285,10,1,0,Budget Flight
14/12/25,"Batik Air , Pelita Air",12:15,12:15,3h 45m,1,2863772.0,SRG,SUB,Economy,10,Surabaya,225,11,1,0,Budget Flight
14/12/25,Citilink,03:30,05:00,1h 30m,0,875500.0,CGK,SUB,Economy,10,Surabaya,90,12,1,0,Budget Flight
14/12/25,Citilink,05:25,07:00,1h 35m,0,982639.0,CGK,SUB,Economy,10,Surabaya,95,12,1,0,Budget Flight
14/12/25,Citilink,05:35,07:10,1h 35m,0,954749.0,SUB,CGK,Economy,10,Jakarta,95,12,1,0,Budget Flight
14/12/25,Citilink,06:20,09:10,1h 50m,0,1186407.0,CGK,SIN,Economy,10,Singapura,110,12,1,0,Budget Flight
14/12/25,Citilink,07:00,08:35,1h 35m,0,1039800.0,CGK,SUB,Economy,15,Surabaya,95,12,1,0,Budget Flight
14/12/25,Citilink,07:05,07:10,1h 5m,0,746683.0,DPS,SUB,Economy,15,Surabaya,65,12,1,0,Budget Flight
14/12/25,Citilink,07:35,09:10,1h 35m,0,1008212.0,SUB,CGK,Economy,10,Jakarta,95,12,1,0,Budget Flight
14/12/25,Citilink,07:35,12:30,4h 55m,1,1888200.0,SUB,SRG,Economy,15,Semarang,295,12,1,0,Budget Flight
14/12/25,Citilink,08:10,09:35,1h 25m,0,982639.0,CGK,SUB,Economy,10,Surabaya,85,12,1,0,Budget Flight
14/12/25,Citilink,08:25,09:50,1h 25m,0,1034700.0,CGK,SUB,Economy,15,Surabaya,85,12,1,0,Budget Flight
14/12/25,Citilink,09:10,10:45,1h 35m,0,1055000.0,SUB,CGK,Economy,15,Jakarta,95,12,1,0,Budget Flight
14/12/25,Citilink,10:10,11:00,1h 50m,0,1374400.0,SIN,CGK,Economy,15,Jakarta,110,12,1,0,Budget Flight
14/12/25,Citilink,10:10,19:20,10h 10m,1,2324700.0,SIN,SUB,Economy,15,Surabaya,610,12,1,0,Budget Flight
14/12/25,Citilink,10:25,12:00,1h 35m,0,1143100.0,CGK,SUB,Economy,15,Surabaya,95,12,1,0,Budget Flight
14/12/25,Citilink,10:25,12:00,1h 35m,0,1055000.0,SUB,CGK,Economy,15,Jakarta,95,12,1,0,Budget Flight
14/12/25,Citilink,12:00,13:35,1h 35m,0,1149700.0,CGK,SUB,Economy,15,Surabaya,95,12,1,0,Budget Flight
14/12/25,Citilink,12:45,14:50,1h 5m,0,783900.0,SUB,DPS,Economy,15,Bali,65,12,1,0,Budget Flight
14/12/25,Citilink,12:50,14:25,1h 35m,0,1059700.0,SUB,CGK,Economy,15,Jakarta,95,12,1,0,Budget Flight
14/12/25,Citilink,13:00,20:40,7h 40m,1,1937200.0,SRG,SUB,Economy,15,Surabaya,460,12,1,0,Budget Flight
14/12/25,Citilink,13:05,14:40,1h 35m,0,1149700.0,CGK,SUB,Economy,15,Surabaya,95,12,1,0,Budget Flight
14/12/25,Citilink,14:10,15:45,1h 35m,0,1055000.0,SUB,CGK,Economy,15,Jakarta,95,12,1,0,Budget Flight
14/12/25,Citilink,15:35,17:10,1h 35m,0,1055000.0,SUB,CGK,Economy,15,Jakarta,95,12,1,0,Budget Flight
14/12/25,Citilink,15:40,15:45,1h 5m,0,746683.0,DPS,SUB,Economy,15,Surabaya,65,12,1,0,Budget Flight
14/12/25,Citilink,16:45,18:15,1h 30m,0,1127000.0,HLP,SUB,Economy,15,Surabaya,90,12,1,0,Budget Flight
14/12/25,Citilink,16:45,20:40,3h 55m,1,1900500.0,SRG,SUB,Economy,15,Surabaya,235,12,1,0,Budget Flight
14/12/25,Citilink,16:45,18:50,1h 5m,0,783900.0,SUB,DPS,Economy,15,Bali,65,12,1,0,Budget Flight
14/12/25,Citilink,17:10,17:10,1h 50m,0,2999332.0,CGK,SIN,Economy,20,Singapura,110,12,1,0,Budget Flight
14/12/25,Citilink,17:45,19:20,1h 35m,0,1095300.0,CGK,SUB,Economy,15,Surabaya,95,12,1,0,Budget Flight
14/12/25,Citilink,18:50,20:20,1h 30m,0,1111400.0,SUB,HLP,Economy,15,Jakarta,90,12,1,0,Budget Flight
14/12/25,Citilink,19:25,19:30,1h 5m,0,746683.0,DPS,SUB,Economy,15,Surabaya,65,12,1,0,Budget Flight
14/12/25,Citilink,19:45,21:50,1h 5m,0,783900.0,SUB,DPS,Economy,15,Bali,65,12,1,0,Budget Flight
14/12/25,Citilink,21:00,21:00,1h 50m,0,1575959.0,SIN,CGK,Economy,20,Jakarta,110,12,1,0,Budget Flight
14/12/25,"Citilink , Garuda Indonesia",07:35,07:35,4h 20m,1,2457095.0,SUB,SRG,Economy,20,Semarang,260,13,1,0,Budget Flight
14/12/25,"Citilink , Garuda Indonesia",12:50,12:50,4h 10m,1,2457095.0,SUB,SRG,Economy,20,Semarang,250,13,1,0,Budget Flight
14/12/25,"Citilink , Lion Air",07:00,19:30,12h 30m,1,1920450.0,SRG,SUB,Economy,10,Surabaya,750,15,1,0,Budget Flight
14/12/25,"Citilink , Lion Air",07:40,07:40,4h 50m,1,2473956.0,SUB,SRG,Economy,10,Semarang,290,15,1,0,Budget Flight
14/12/25,"Citilink , Lion Air",09:15,09:15,3h 30m,1,2355425.0,SUB,SRG,Economy,10,Semarang,210,15,1,0,Budget Flight
14/12/25,"Citilink , Lion Air",11:40,11:40,4h 05m,1,2338397.0,SRG,SUB,Economy,20,Surabaya,245,15,1,0,Budget Flight
14/12/25,"Citilink , Lion Air",13:25,13:25,5h 45m,1,2135058.0,SRG,SUB,Economy,20,Surabaya,345,15,1,0,Budget Flight
14/12/25,"Citilink , Lion Air",16:45,16:45,3h 25m,1,2202838.0,SUB,SRG,Economy,10,Semarang,205,15,1,0,Budget Flight
14/12/25,Garuda Indonesia,05:10,09:00,3h 50m,1,5564100.0,SUB,SRG,Business,30,Semarang,230,19,0,2,Mid-range Flight
14/12/25,Garuda Indonesia,05:50,08:35,1h 45m,0,1601369.0,CGK,SIN,Economy,30,Singapura,105,19,1,0,Budget Flight
14/12/25,Garuda Indonesia,05:50,07:30,1h 40m,0,9640681.0,CGK,SUB,Business,30,Surabaya,100,19,0,1,High-end Flight
14/12/25,Garuda Indonesia,06:55,14:30,8h 35m,1,15163300.0,SIN,SUB,Business,40,Surabaya,515,19,0,1,High-end Flight
14/12/25,Garuda Indonesia,07:00,15:35,9h 35m,1,7667300.0,DPS,SUB,Business,30,Surabaya,575,19,0,1,High-end Flight
14/12/25,Garuda Indonesia,07:05,17:10,34h 5m,2,9132300.0,SRG,SUB,Business,30,Surabaya,2045,19,0,1,High-end Flight
14/12/25,Garuda Indonesia,07:05,10:25,2h 20m,0,7940528.0,SUB,SIN,Business,40,Singapura,140,19,0,1,High-end Flight
14/12/25,Garuda Indonesia,08:45,10:25,1h 40m,0,5389000.0,CGK,SUB,Business,30,Surabaya,100,19,0,2,Mid-range Flight
14/12/25,Garuda Indonesia,08:55,08:55,2h,0,2033388.0,CGK,SIN,Business,40,Singapura,120,19,0,2,Mid-range Flight
14/12/25,Garuda Indonesia,09:20,11:20,1h 0m,0,898500.0,SUB,DPS,Economy,20,Bali,60,19,1,0,Budget Flight
14/12/25,Garuda Indonesia,09:20,20:25,11h 5m,1,6540300.0,SUB,HLP,Business,30,Jakarta,665,19,0,1,High-end Flight
14/12/25,Garuda Indonesia,09:35,10:35,2h 0m,0,2806458.0,SIN,CGK,Economy,30,Jakarta,120,19,1,0,Budget Flight
14/12/25,Garuda Indonesia,09:35,13:45,5h 10m,1,15252000.0,SIN,SUB,Business,40,Surabaya,310,19,0,1,High-end Flight
14/12/25,Garuda Indonesia,09:45,13:45,4h 0m,1,2837200.0,SRG,SUB,Economy,20,Surabaya,240,19,1,0,Budget Flight
14/12/25,Garuda Indonesia,11:30,11:30,1h 50m,0,1830050.0,CGK,SIN,Business,40,Singapura,110,19,0,2,Mid-range Flight
14/12/25,Garuda Indonesia,11:55,15:35,4h 40m,1,7667300.0,DPS,SUB,Business,30,Surabaya,280,19,0,1,High-end Flight
14/12/25,Garuda Indonesia,12:05,13:45,1h 40m,0,5389000.0,CGK,SUB,Business,30,Surabaya,100,19,0,2,Mid-range Flight
14/12/25,Garuda Indonesia,12:05,20:10,9h 5m,2,14103800.0,DPS,SUB,Business,30,Surabaya,545,19,0,1,High-end Flight
14/12/25,Garuda Indonesia,12:55,12:55,2h 05m,0,11624207.0,SIN,CGK,Business,40,Jakarta,125,19,0,1,High-end Flight
14/12/25,Garuda Indonesia,13:00,14:30,1h 30m,0,1344374.0,HLP,SUB,Economy,20,Surabaya,90,19,1,0,Budget Flight
14/12/25,Garuda Indonesia,13:25,20:10,7h 45m,1,15302800.0,DPS,SUB,Business,30,Surabaya,465,19,0,1,High-end Flight
14/12/25,Garuda Indonesia,14:00,15:35,1h 35m,0,5389000.0,CGK,SUB,Business,30,Surabaya,95,19,0,2,Mid-range Flight
14/12/25,Garuda Indonesia,14:35,16:10,1h 35m,0,1386641.0,SUB,CGK,Economy,20,Jakarta,95,19,1,0,Budget Flight
14/12/25,Garuda Indonesia,14:35,18:45,4h 10m,1,2612709.0,SUB,SRG,Economy,20,Semarang,250,19,1,0,Budget Flight
14/12/25,Garuda Indonesia,15:15,16:45,1h 30m,0,1386641.0,SUB,HLP,Economy,20,Jakarta,90,19,1,0,Budget Flight
14/12/25,Garuda Indonesia,15:25,14:30,23h 5m,1,2836600.0,SRG,SUB,Economy,20,Surabaya,1385,19,1,1,High-end Flight
14/12/25,Garuda Indonesia,15:30,15:30,2h,0,11624207.0,SIN,CGK,Business,40,Jakarta,120,19,0,1,High-end Flight
14/12/25,Garuda Indonesia,16:00,17:40,1h 40m,0,5389000.0,CGK,SUB,Business,30,Surabaya,100,19,0,2,Mid-range Flight
14/12/25,Garuda Indonesia,16:30,18:45,26h 15m,1,5564100.0,SUB,SRG,Business,30,Semarang,1575,19,0,1,High-end Flight
14/12/25,Garuda Indonesia,16:55,17:10,1h 15m,0,765804.0,DPS,SUB,Economy,15,Surabaya,75,19,1,0,Budget Flight
14/12/25,Garuda Indonesia,17:30,19:10,1h 40m,0,5389000.0,CGK,SUB,Business,30,Surabaya,100,19,0,2,Mid-range Flight
14/12/25,Garuda Indonesia,17:35,17:35,1h 50m,0,1982637.0,CGK,SIN,Business,40,Singapura,110,19,0,2,Mid-range Flight
14/12/25,Garuda Indonesia,18:00,21:50,3h 50m,1,2615542.0,SRG,SUB,Economy,20,Surabaya,230,19,1,0,Budget Flight
14/12/25,Garuda Indonesia,18:00,18:45,24h 45m,1,5564100.0,SUB,SRG,Business,30,Semarang,1485,19,0,1,High-end Flight
14/12/25,Garuda Indonesia,18:30,20:10,1h 40m,0,5389000.0,CGK,SUB,Business,30,Surabaya,100,19,0,2,Mid-range Flight
14/12/25,Garuda Indonesia,19:00,20:30,2h 30m,0,7173904.0,SIN,SUB,Business,40,Surabaya,150,19,0,2,Mid-range Flight
14/12/25,Garuda Indonesia,19:00,18:45,23h 45m,1,5564100.0,SUB,SRG,Business,30,Semarang,1425,19,0,1,High-end Flight
14/12/25,Garuda Indonesia,20:05,18:45,22h 40m,1,5564100.0,SUB,SRG,Business,30,Semarang,1360,19,0,1,High-end Flight
14/12/25,Garuda Indonesia,21:30,22:35,2h 5m,0,11316693.0,SIN,CGK,Business,40,Jakarta,125,19,0,1,High-end Flight
14/12/25,"Garuda Indonesia , Lion Air",07:40,07:40,4h 15m,1,2473956.0,SUB,SRG,Economy,20,Semarang,255,20,1,0,Budget Flight
14/12/25,"Garuda Indonesia , Pelita Air",10:50,10:50,3h 50m,1,2795993.0,SUB,SRG,Economy,20,Semarang,230,21,1,0,Budget Flight
14/12/25,"Koninklijke Luchtvaart Maatschappij , Lion Air",17:05,17:05,6h 05m,1,1830050.0,SUB,SIN,Economy,20,Singapura,365,23,1,0,Budget Flight
14/12/25,Lion Air,03:30,05:00,1h 30m,0,831191.0,CGK,SUB,Economy,10,Surabaya,90,24,1,0,Budget Flight
14/12/25,Lion Air,05:05,06:35,1h 30m,0,1070490.0,SUB,CGK,Economy,10,Jakarta,90,24,1,0,Budget Flight
14/12/25,Lion Air,05:25,07:00,1h 35m,0,910715.0,CGK,SUB,Economy,15,Surabaya,95,24,1,0,Budget Flight
14/12/25,Lion Air,07:00,07:00,1h 0m,0,613735.0,DPS,SUB,Economy,10,Surabaya,60,24,1,0,Budget Flight
14/12/25,Lion Air,07:00,10:35,3h 35m,1,1659430.0,SRG,SUB,Economy,10,Surabaya,215,24,1,0,Budget Flight
14/12/25,Lion Air,07:40,09:10,1h 30m,0,948900.0,SUB,CGK,Economy,10,Jakarta,90,24,1,0,Budget Flight
14/12/25,Lion Air,07:55,09:55,1h,0,582914.0,SUB,DPS,Economy,10,Bali,60,24,1,0,Budget Flight
14/12/25,Lion Air,08:20,08:20,4h 25m,1,2135058.0,SUB,DPS,Economy,15,Bali,265,24,1,0,Budget Flight
14/12/25,Lion Air,08:20,12:45,4h 25m,1,1664280.0,SUB,SRG,Economy,10,Semarang,265,24,1,0,Budget Flight
14/12/25,Lion Air,09:00,10:30,1h 30m,0,884531.0,CGK,SUB,Economy,10,Surabaya,90,24,1,0,Budget Flight
14/12/25,Lion Air,09:55,11:55,1h,0,582914.0,SUB,DPS,Economy,10,Bali,60,24,1,0,Budget Flight
14/12/25,Lion Air,10:35,10:35,1h 0m,0,709188.0,DPS,SUB,Economy,10,Surabaya,60,24,1,0,Budget Flight
14/12/25,Lion Air,10:50,12:20,1h 30m,0,992357.0,CGK,SUB,Economy,10,Surabaya,90,24,1,0,Budget Flight
14/12/25,Lion Air,11:15,13:15,1h 0m,0,583713.0,SUB,DPS,Economy,10,Bali,60,24,1,0,Budget Flight
14/12/25,Lion Air,11:20,12:50,1h 30m,0,948900.0,SUB,CGK,Economy,10,Jakarta,90,24,1,0,Budget Flight
14/12/25,Lion Air,12:20,14:20,1h 0m,0,583713.0,SUB,DPS,Economy,10,Bali,60,24,1,0,Budget Flight
14/12/25,Lion Air,13:30,13:30,1h 30m,0,1321702.0,SUB,CGK,Economy,10,Jakarta,90,24,1,0,Budget Flight
14/12/25,Lion Air,13:55,13:55,1h 0m,0,709188.0,DPS,SUB,Economy,10,Surabaya,60,24,1,0,Budget Flight
14/12/25,Lion Air,14:40,16:10,1h 30m,0,985400.0,CGK,SUB,Economy,10,Surabaya,90,24,1,0,Budget Flight
14/12/25,Lion Air,17:00,18:30,1h 30m,0,948900.0,SUB,CGK,Economy,10,Jakarta,90,24,1,0,Budget Flight
14/12/25,Lion Air,17:05,19:05,1h 0m,0,613619.0,SUB,DPS,Economy,10,Bali,60,24,1,0,Budget Flight
14/12/25,Lion Air,17:50,19:50,1h 0m,0,683763.0,SUB,DPS,Economy,10,Bali,60,24,1,0,Budget Flight
14/12/25,Lion Air,18:50,20:20,1h 30m,0,985400.0,CGK,SUB,Economy,10,Surabaya,90,24,1,0,Budget Flight
14/12/25,Lion Air,19:45,19:45,1h 0m,0,654914.0,DPS,SUB,Economy,10,Surabaya,60,24,1,0,Budget Flight
14/12/25,Lion Air,20:00,21:30,1h 30m,0,1044263.0,SUB,CGK,Economy,10,Jakarta,90,24,1,0,Budget Flight
14/12/25,Lion Air,20:30,20:30,1h 0m,0,756900.0,DPS,SUB,Economy,10,Surabaya,60,24,1,0,Budget Flight
14/12/25,Lion Air,21:00,22:30,1h 30m,0,948900.0,SUB,CGK,Economy,10,Jakarta,90,24,1,0,Budget Flight
14/12/25,"Lion Air , Super Air Jet",06:00,12:50,5h 50m,1,1795920.0,SUB,DPS,Economy,10,Bali,350,26,1,0,Budget Flight
14/12/25,"Lion Air , Super Air Jet",07:00,16:10,9h 10m,1,1885380.0,SRG,SUB,Economy,10,Surabaya,550,26,1,0,Budget Flight
14/12/25,"Lion Air , Super Air Jet",11:40,11:40,4h 30m,1,2287646.0,SRG,SUB,Economy,10,Surabaya,270,26,1,0,Budget Flight
14/12/25,"Lion Air , Wings Air",06:00,09:25,2h 25m,1,2010500.0,SUB,DPS,Economy,10,Bali,145,28,1,0,Budget Flight
14/12/25,"Lion Air , Wings Air",07:10,07:10,3h 35m,1,2304507.0,SUB,DPS,Economy,10,Bali,215,28,1,0,Budget Flight
14/12/25,"Lion Air , Wings Air",07:30,08:50,2h 20m,1,1975500.0,DPS,SUB,Economy,10,Surabaya,140,28,1,0,Budget Flight
14/12/25,"Lion Air , Wings Air",09:25,11:40,3h 15m,1,1997600.0,DPS,SUB,Economy,10,Surabaya,195,28,1,0,Budget Flight
14/12/25,"Lion Air , Wings Air",09:50,11:40,2h 50m,1,1997600.0,DPS,SUB,Economy,10,Surabaya,170,28,1,0,Budget Flight
14/12/25,Malaysia Airlines,04:25,10:20,4h 55m,1,1125400.0,CGK,SIN,Economy,20,Singapura,295,29,1,0,Budget Flight
14/12/25,Malaysia Airlines,06:00,10:10,5h 10m,1,6554331.0,SIN,CGK,Business,40,Jakarta,310,29,0,1,High-end Flight
14/12/25,Malaysia Airlines,09:40,16:40,6h 0m,1,6915521.0,CGK,SIN,Business,40,Singapura,360,29,0,1,High-end Flight
14/12/25,Malaysia Airlines,09:55,14:40,5h 45m,1,6554331.0,SIN,CGK,Business,40,Jakarta,345,29,0,1,High-end Flight
14/12/25,Malaysia Airlines,09:55,09:55,5h 55m,1,2609515.0,SIN,SUB,Economy,25,Surabaya,355,29,1,0,Budget Flight
14/12/25,Malaysia Airlines,10:00,09:05,22h 5m,1,1624500.0,SUB,SIN,Economy,25,Singapura,1325,29,1,1,High-end Flight
14/12/25,Malaysia Airlines,11:05,14:40,4h 35m,1,6554331.0,SIN,CGK,Business,40,Jakarta,275,29,0,1,High-end Flight
14/12/25,Malaysia Airlines,11:10,16:40,4h 30m,1,6915521.0,CGK,SIN,Business,40,Singapura,270,29,0,1,High-end Flight
